id,Compound_CID,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Target_ID,Source_Target,Source_Target_URL,Protein_Accession,Protein,Gene_ID,Gene,Taxonomy_ID,Taxonomy,Action,Activity_Name,Activity,Evidence_IDs,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,pmcids,pclids,References
1916347,3006531,Comparative Toxicogenomics Database (CTD),"1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",C113580,U 0126,https://ctdbase.org/detail.go?type=chem&acc=C113580,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),U 0126 promotes the reaction [dihydromyricetin results in increased cleavage of PARP1 protein],,,PMID:27539140,https://www.ncbi.nlm.nih.gov/pubmed/27539140,27539140,,,28352053,"Kao S, Lee W, Chang J, Chow J, Chung C, Hung W, Chien M. Suppression of reactive oxygen species-mediated ERK and JNK activation sensitizes dihydromyricetin-induced mitochondrial apoptosis in human non-small cell lung cancer. Environmental Toxicology. 2016 Aug 19;32(4):1426–38. doi: 10.1002/tox.22336."
1916348,3006531,Comparative Toxicogenomics Database (CTD),"1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",C113580,U 0126,https://ctdbase.org/detail.go?type=chem&acc=C113580,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),U 0126 promotes the reaction [doxorubicin results in increased cleavage of PARP1 protein]|u 0126 results in increased cleavage of PARP1 protein,,,PMID:15557793,https://www.ncbi.nlm.nih.gov/pubmed/15557793,15557793,,,24080217,"Niiya M, Niiya K, Shibakura M, Asaumi N, Yoshida C, Shinagawa K, Teshima T, Ishimaru F, Ikeda K, Tanimoto M. Involvement of ERK1/2 and p38 MAP Kinase in Doxorubicin-Induced uPA Expression in Human RC-K8 Lymphoma and NCI-H69 Small Cell Lung Carcinoma Cells. Oncology. 2004;67(3-4):310–9. doi: 10.1159/000081332."
1916349,3006531,Comparative Toxicogenomics Database (CTD),"1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",C113580,U 0126,https://ctdbase.org/detail.go?type=chem&acc=C113580,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),U 0126 promotes the reaction [flavanones results in increased cleavage of PARP1 protein],,,PMID:21616090,https://www.ncbi.nlm.nih.gov/pubmed/21616090,21616090,,,9342382,"Shin SY, Hyun J, Yu JR, Lim Y, Lee YH. 5-Methoxyflavanone induces cell cycle arrest at the G2/M phase, apoptosis and autophagy in HCT116 human colon cancer cells. Toxicol Appl Pharmacol. 2011 Aug 01;254(3):288–98. doi: 10.1016/j.taap.2011.05.003. PMID: 21616090."
1916350,3006531,Comparative Toxicogenomics Database (CTD),"1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",C113580,U 0126,https://ctdbase.org/detail.go?type=chem&acc=C113580,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),U 0126 inhibits the reaction [nonylphenol results in increased cleavage of PARP1 protein],,,PMID:23677851,https://www.ncbi.nlm.nih.gov/pubmed/23677851,23677851,,,24242797,"Choi MS, Park HJ, Oh JH, Lee EH, Park SM, Yoon S. Nonylphenol-induced apoptotic cell death in mouse TM4 Sertoli cells via the generation of reactive oxygen species and activation of the ERK signaling pathway. J Appl Toxicol. 2014 Jun;34(6):628–36. doi: 10.1002/jat.2886. PMID: 23677851."
1916351,3006531,Comparative Toxicogenomics Database (CTD),"1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",C113580,U 0126,https://ctdbase.org/detail.go?type=chem&acc=C113580,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),U 0126 affects the reaction [[pilocarpine co-treated with lithium chloride] affects the expression of PARP1 protein],,,PMID:31396050,https://www.ncbi.nlm.nih.gov/pubmed/31396050,31396050,,PMC6667551,10151887,"Kim JE, Kang TC. PKC, AKT and ERK1/2-Mediated Modulations of PARP1, NF-?B and PEA15 Activities Distinctly Regulate Regional Specific Astroglial Responses Following Status Epilepticus. Front Mol Neurosci. 2019;12():180. PMID: 31396050; PMCID: PMC6667551."
1916352,3006531,Comparative Toxicogenomics Database (CTD),"1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",C113580,U 0126,https://ctdbase.org/detail.go?type=chem&acc=C113580,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),U 0126 inhibits the reaction [cadmium acetate results in increased cleavage of PARP1 protein],,,PMID:24577723|PMID:25043952,https://www.ncbi.nlm.nih.gov/pubmed/24577723|https://www.ncbi.nlm.nih.gov/pubmed/25043952,24577723|25043952,,,10057115|26291509,"Yuan Y, Jiang C, Hu F, Wang Q, Zhang K, Wang Y, Gu J, Liu X, Bian J, Liu Z. The role of mitogen-activated protein kinase in cadmium-induced primary rat cerebral cortical neurons apoptosis via a mitochondrial apoptotic pathway. Journal of Trace Elements in Medicine and Biology. 2015 Jan;29():275–83. doi: 10.1016/j.jtemb.2014.06.006.|2014; 158(2):249-258"
1916353,3006531,Comparative Toxicogenomics Database (CTD),"1,4-Diamino-2,3-dicyano-1,4-bis(o-aminophenylmercapto)butadiene",C113580,U 0126,https://ctdbase.org/detail.go?type=chem&acc=C113580,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10116,Rattus norvegicus (Norway rat),U 0126 inhibits the reaction [doxorubicin results in increased cleavage of PARP1 protein],,,PMID:18775851,https://www.ncbi.nlm.nih.gov/pubmed/18775851,18775851,,PMC2614569,24141278,"Liu J, Mao W, Ding B, Liang C. ERKs/p53 signal transduction pathway is involved in doxorubicin-induced apoptosis in H9c2 cells and cardiomyocytes. American Journal of Physiology-Heart and Circulatory Physiology. 2008 Nov;295(5):H1956–65. doi: 10.1152/ajpheart.00407.2008."
1977097,3007855,DrugBank,Zincchloride,DB14533,Zinc chloride,https://www.drugbank.ca/drugs/DB14533,BE0001717,Poly [ADP-ribose] polymerase 1,https://www.drugbank.ca/bio_entities/BE0001717,P09874,Poly [ADP-ribose] polymerase 1,142,PARP1,9606,Homo sapiens (human),Component of,,,PMID:25549802,https://www.ncbi.nlm.nih.gov/pubmed/25549802,25549802,,,497628,"Bossak K, Goch W, Piatek K, Fraczyk T, Poznanski J, Bonna A, Keil C, Hartwig A, Bal W: Unusual Zn(II) Affinities of Zinc Fingers of Poly(ADP-ribose)Polymerase 1 (PARP-1) Nuclear Protein. Chem Res Toxicol. 2015 Feb 16;28(2):191-201."
1979795,3008895,Comparative Toxicogenomics Database (CTD),4-Methylbenzyl-N-bis[daunomycin],C104426,WP 631,https://ctdbase.org/detail.go?type=chem&acc=C104426,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),WP 631 results in increased cleavage of PARP1 protein,,,PMID:24287111,https://www.ncbi.nlm.nih.gov/pubmed/24287111,24287111,,,11375532,"Gajek A, Denel M, Bukowska B, Rogalska A, Marczak A. Pro-apoptotic activity of new analog of anthracyclines--WP 631 in advanced ovarian cancer cell line. Toxicol In Vitro. 2014 Mar;28(2):273–81. doi: 10.1016/j.tiv.2013.11.006. PMID: 24287111."
1924395,3025961,Comparative Toxicogenomics Database (CTD),2-Methyl-6-(phenylethynyl)pyridine,C121465,6-methyl-2-(phenylethynyl)pyridine,https://ctdbase.org/detail.go?type=chem&acc=C121465,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),GOPC protein affects the reaction [6-methyl-2-(phenylethynyl)pyridine promotes the reaction [oxidopamine results in increased cleavage of PARP1 protein]]|6-methyl-2-(phenylethynyl)pyridine promotes the reaction [oxidopamine results in increased cleavage of PARP1 protein],,,PMID:33571554,https://www.ncbi.nlm.nih.gov/pubmed/33571554,33571554,,,660076,"Wang Y, Gu L, Yang HM, Zhang H. Cystic fibrosis transmembrane conductance regulator-associated ligand protects dopaminergic neurons by differentially regulating metabotropic glutamate receptor 5 in the progression of neurotoxin 6-hydroxydopamine-induced Parkinson's disease model. Neurotoxicology. 2021 May;84():14–29. doi: 10.1016/j.neuro.2021.02.003. PMID: 33571554."
1984710,3028194,Comparative Toxicogenomics Database (CTD),Lithium,D008094,Lithium,https://ctdbase.org/detail.go?type=chem&acc=D008094,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Lithium inhibits the reaction [sodium arsenite results in increased cleavage of PARP1 protein],,,PMID:17849503,https://www.ncbi.nlm.nih.gov/pubmed/17849503,17849503,,,26827689,"Watcharasit P, Thiantanawat A, Satayavivad J. GSK3 promotes arsenite-induced apoptosis via facilitation of mitochondria disruption. J Appl Toxicol. 2008 May;28(4):466–74. doi: 10.1002/jat.1296. PMID: 17849503."
1863440,3032536,Comparative Toxicogenomics Database (CTD),Cobaltous Chloride,C018021,cobaltous chloride,https://ctdbase.org/detail.go?type=chem&acc=C018021,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Nickel chloride promotes the reaction [cobaltous chloride results in increased cleavage of PARP1 protein]|acetylcysteine inhibits the reaction [cobaltous chloride results in increased cleavage of PARP1 protein]|acetylcysteine inhibits the reaction [cobaltous chloride promotes the reaction [nickel chloride results in increased cleavage of PARP1 protein]]|acetylcysteine inhibits the reaction [nickel chloride promotes the reaction [cobaltous chloride results in increased cleavage of PARP1 protein]]|cobaltous chloride promotes the reaction [nickel chloride results in increased cleavage of PARP1 protein],,,PMID:22172632,https://www.ncbi.nlm.nih.gov/pubmed/22172632,22172632,,,20810526,"Patel E, Lynch C, Ruff V, Reynolds M. Co-exposure to nickel and cobalt chloride enhances cytotoxicity and oxidative stress in human lung epithelial cells. Toxicol Appl Pharmacol. 2012 Feb 01;258(3):367–75. doi: 10.1016/j.taap.2011.11.019. PMID: 22172632."
1863441,3032536,Comparative Toxicogenomics Database (CTD),Cobaltous Chloride,C018021,cobaltous chloride,https://ctdbase.org/detail.go?type=chem&acc=C018021,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[chromium alloys co-treated with cobaltous chloride] results in increased cleavage of PARP1 protein,,,PMID:25281833,https://www.ncbi.nlm.nih.gov/pubmed/25281833,25281833,,,24265017,"Posada OM, Gilmour D, Tate RJ, Grant MH. CoCr wear particles generated from CoCr alloy metal-on-metal hip replacements, and cobalt ions stimulate apoptosis and expression of general toxicology-related genes in monocyte-like U937 cells. Toxicol Appl Pharmacol. 2014 Nov 15;281(1):125–35. doi: 10.1016/j.taap.2014.09.010. PMID: 25281833."
1863442,3032536,Comparative Toxicogenomics Database (CTD),Cobaltous Chloride,C018021,cobaltous chloride,https://ctdbase.org/detail.go?type=chem&acc=C018021,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Zinc chloride inhibits the reaction [cobaltous chloride inhibits the reaction [doxorubicin results in increased cleavage of PARP1 protein]]|cobaltous chloride inhibits the reaction [doxorubicin promotes the reaction [[PARP1 protein binds to TNFRSF10B promoter] which results in increased expression of TNFRSF10B mrna]]|cobaltous chloride inhibits the reaction [doxorubicin results in increased cleavage of PARP1 protein],,,PMID:19714248,https://www.ncbi.nlm.nih.gov/pubmed/19714248,19714248,,PMC2729407,32898850,"Nardinocchi L, Puca R, Sacchi A, Rechavi G, Givol D, D'Orazi G. Targeting hypoxia in cancer cells by restoring homeodomain interacting protein-kinase 2 and p53 activity and suppressing HIF-1alpha. PLoS One. 2009 Aug 28;4(8):e6819. PMID: 19714248; PMCID: PMC2729407."
1863443,3032536,Comparative Toxicogenomics Database (CTD),Cobaltous Chloride,C018021,cobaltous chloride,https://ctdbase.org/detail.go?type=chem&acc=C018021,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Cobaltous chloride results in decreased expression of PARP1 mRNA,,,PMID:19320972,https://www.ncbi.nlm.nih.gov/pubmed/19320972,19320972,,PMC2678155,14673686,2009; 10(1):126
1863444,3032536,Comparative Toxicogenomics Database (CTD),Cobaltous Chloride,C018021,cobaltous chloride,https://ctdbase.org/detail.go?type=chem&acc=C018021,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Cobaltous chloride results in increased activity of PARP1 protein|lysophosphatidylethanolamine analog inhibits the reaction [cobaltous chloride results in increased activity of PARP1 protein],,,PMID:25125499,https://www.ncbi.nlm.nih.gov/pubmed/25125499,25125499,,PMC4935323,6657347,"Sellinger M, Xu W, Pathil A, Stremmel W, Chamulitrat W. Ursodeoxycholyl lysophosphatidylethanolamide inhibits cholestasis- and hypoxia-induced apoptosis by upregulating antiapoptosis proteins. Exp Biol Med (Maywood). 2015 Feb;240(2):252–60. PMID: 25125499; PMCID: PMC4935323."
1863581,3032536,Comparative Toxicogenomics Database (CTD),Cobaltous Chloride,C018021,cobaltous chloride,https://ctdbase.org/detail.go?type=chem&acc=C018021,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Cobaltous chloride results in increased cleavage of PARP1 protein,,,PMID:21882223|PMID:22172632,https://www.ncbi.nlm.nih.gov/pubmed/21882223|https://www.ncbi.nlm.nih.gov/pubmed/22172632,21882223|22172632,,,7282905|20810526,"Patel E, Lynch C, Ruff V, Reynolds M. Co-exposure to nickel and cobalt chloride enhances cytotoxicity and oxidative stress in human lung epithelial cells. Toxicol Appl Pharmacol. 2012 Feb 01;258(3):367–75. doi: 10.1016/j.taap.2011.11.019. PMID: 22172632.|Liu C, Tsai AL, Chen YC, Fan SC, Huang CH, Wu CC, Chang CH. Facilitation of human osteoblast apoptosis by sulindac and indomethacin under hypoxic injury. J Cell Biochem. 2012 Jan;113(1):148–55. doi: 10.1002/jcb.23338. PMID: 21882223."
2076300,3034010,Comparative Toxicogenomics Database (CTD),Orlistat,D000077403,Orlistat,https://ctdbase.org/detail.go?type=chem&acc=D000077403,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[orlistat co-treated with thapsigargin] results in increased cleavage of PARP1 protein,,,PMID:17283163,https://www.ncbi.nlm.nih.gov/pubmed/17283163,17283163,,,3735936,"Little JL, Wheeler FB, Fels DR, Koumenis C, Kridel SJ. Inhibition of fatty acid synthase induces endoplasmic reticulum stress in tumor cells. Cancer Res. 2007 Feb 01;67(3):1262–9. doi: 10.1158/0008-5472.can-06-1794. PMID: 17283163."
2076301,3034010,Comparative Toxicogenomics Database (CTD),Orlistat,D000077403,Orlistat,https://ctdbase.org/detail.go?type=chem&acc=D000077403,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Orlistat results in increased cleavage of PARP1 protein,,,PMID:15870086|PMID:17283163,https://www.ncbi.nlm.nih.gov/pubmed/15870086|https://www.ncbi.nlm.nih.gov/pubmed/17283163,15870086|17283163,,,3735936|7885487,"Little JL, Wheeler FB, Fels DR, Koumenis C, Kridel SJ. Inhibition of fatty acid synthase induces endoplasmic reticulum stress in tumor cells. Cancer Res. 2007 Feb 01;67(3):1262–9. doi: 10.1158/0008-5472.can-06-1794. PMID: 17283163.|Menendez JA, Vellon L, Lupu R: Antitumoral actions of the anti-obesity drug orlistat (XenicalTM) in breast cancer cells: blockade of cell cycle progression, promotion of apoptotic cell death and PEA3-mediated transcriptional repression of Her2/neu (erbB-2) oncogene. Ann Oncol. 2005 Aug;16(8):1253-67. Epub 2005 May 3."
1942395,3034747,Comparative Toxicogenomics Database (CTD),"1,2-Bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",https://ctdbase.org/detail.go?type=chem&acc=C070379,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [arachidonic acid results in increased cleavage of PARP1 protein]",,,PMID:19540902,https://www.ncbi.nlm.nih.gov/pubmed/19540902,19540902,,,1073205,"Chen KC, Chang LS. Arachidonic acid-induced apoptosis of human neuroblastoma SK-N-SH cells is mediated through mitochondrial alteration elicited by ROS and Ca(2+)-evoked activation of p38alpha MAPK and JNK1. Toxicology. 2009 Aug 21;262(3):199–206. doi: 10.1016/j.tox.2009.06.009. PMID: 19540902."
1942396,3034747,Comparative Toxicogenomics Database (CTD),"1,2-Bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",https://ctdbase.org/detail.go?type=chem&acc=C070379,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [cadmium chloride results in increased cleavage of PARP1 protein]",,,PMID:21544200,https://www.ncbi.nlm.nih.gov/pubmed/21544200,21544200,,PMC3081326,14054107,"Xu B, Chen S, Luo Y, Chen Z, Liu L, Zhou H, Chen W, Shen T, Han X, Chen L, Huang S. Calcium Signaling Is Involved in Cadmium-Induced Neuronal Apoptosis via Induction of Reactive Oxygen Species and Activation of MAPK/mTOR Network. PLoS ONE. 2011 Apr 22;6(4):e19052. doi: 10.1371/journal.pone.0019052."
1942397,3034747,Comparative Toxicogenomics Database (CTD),"1,2-Bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",https://ctdbase.org/detail.go?type=chem&acc=C070379,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [gallic acid results in increased cleavage of PARP1 protein]",,,PMID:27060209,https://www.ncbi.nlm.nih.gov/pubmed/27060209,27060209,,,22243021,"Hsu SS, Chou CT, Liao WC, Shieh P, Kuo DH, Kuo CC, Jan CR, Liang WZ. The effect of gallic acid on cytotoxicity, Ca(2+) homeostasis and ROS production in DBTRG-05MG human glioblastoma cells and CTX TNA2 rat astrocytes. Chem Biol Interact. 2016 May 25;252():61–73. doi: 10.1016/j.cbi.2016.04.010. PMID: 27060209."
1942398,3034747,Comparative Toxicogenomics Database (CTD),"1,2-Bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",https://ctdbase.org/detail.go?type=chem&acc=C070379,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [niclosamide results in increased cleavage of PARP1 protein]",,,PMID:30258081,https://www.ncbi.nlm.nih.gov/pubmed/30258081,30258081,,PMC6158291,20954282,"Kumar R, Coronel L, Somalanka B, Raju A, Aning OA, An O, Ho YS, Chen S, Mak SY, Hor PY, Yang H, Lakshmanan M, Itoh H, Tan SY, Lim YK, Wong APC, Chew SH, Huynh TH, Goh BC, Lim CY, Tergaonkar V, Cheok CF. Mitochondrial uncoupling reveals a novel therapeutic opportunity for p53-defective cancers. Nature Communications. 2018 Sep 26;9(1):3931. doi: 10.1038/s41467-018-05805-1."
1942399,3034747,Comparative Toxicogenomics Database (CTD),"1,2-Bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",https://ctdbase.org/detail.go?type=chem&acc=C070379,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [cadmium chloride results in increased cleavage of PARP1 protein]",,,PMID:18850067,https://www.ncbi.nlm.nih.gov/pubmed/18850067,18850067,,PMC11131605,3091971,2008; 65(22):3640-3652
1942400,3034747,Comparative Toxicogenomics Database (CTD),"1,2-Bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",C070379,"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester",https://ctdbase.org/detail.go?type=chem&acc=C070379,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),"1,2-bis(2-aminophenoxy)ethane N,N,N',N'-tetraacetic acid acetoxymethyl ester inhibits the reaction [zinc chloride results in increased expression of PARP1 protein]",,,PMID:22253048,https://www.ncbi.nlm.nih.gov/pubmed/22253048,22253048,,,16772070,"Higashi Y, Segawa S, Matsuo T, Nakamura S, Kikkawa Y, Nishida K, Nagasawa K. Microglial zinc uptake via zinc transporters induces ATP release and the activation of microglia. Glia. 2011 Dec;59(12):1933–45. doi: 10.1002/glia.21235. PMID: 22253048."
1944464,3034761,Comparative Toxicogenomics Database (CTD),Tautomycin,C053079,tautomycin,https://ctdbase.org/detail.go?type=chem&acc=C053079,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Tautomycin inhibits the reaction [docosahexaenoic acids results in increased degradation of PARP1 protein],,,PMID:11341974,https://www.ncbi.nlm.nih.gov/pubmed/11341974,11341974,,,14541089,"Siddiqui RA, Jenski LJ, Neff K, Harvey K, Kovacs RJ, Stillwell W. Docosahexaenoic acid induces apoptosis in Jurkat cells by a protein phosphatase-mediated process. Biochimica et Biophysica Acta (BBA) - Molecular Cell Research. 2001 Jan;1499(3):265–75. doi: 10.1016/s0167-4889(00)00128-2."
1576616,3035211,Comparative Toxicogenomics Database (CTD),Brassinin,C089020,brassinin,https://ctdbase.org/detail.go?type=chem&acc=C089020,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Brassinin analog results in increased cleavage of PARP1 protein,,,PMID:24747292,https://www.ncbi.nlm.nih.gov/pubmed/24747292,24747292,,,1830436,"Chripkova M, Drutovic D, Pilatova M, Mikes J, Budovska M, Vaskova J, Broggini M, Mirossay L, Mojzis J. Brassinin and its derivatives as potential anticancer agents. Toxicol In Vitro. 2014 Aug;28(5):909–15. doi: 10.1016/j.tiv.2014.04.002. PMID: 24747292."
1928971,3045788,Toxin and Toxin Target Database (T3DB),"Arsenic acid, manganese(2+) salt, hydrate (2:3:6)",T3D0294,Manganese arsenate,http://www.t3db.ca/toxins/T3D0294,BE0001717,Poly [ADP-ribose] polymerase 1,http://www.t3db.ca/biodb/bio_entities/BE0001717,P09874,Poly [ADP-ribose] polymerase 1,142,PARP1,9606,Homo sapiens (human),Arsenic binding of PARP-1 is believed to induce carcinogenesis by affecting DNA repair. (A17),,,PMID:18164070,https://www.ncbi.nlm.nih.gov/pubmed/18164070,18164070,,,28834896,"Kitchin KT, Wallace K. The role of protein binding of trivalent arsenicals in arsenic carcinogenesis and toxicity. Journal of Inorganic Biochemistry. 2008 Mar;102(3):532–9. doi: 10.1016/j.jinorgbio.2007.10.021."
1583237,3062316,Comparative Toxicogenomics Database (CTD),Dasatinib,D000069439,Dasatinib,https://ctdbase.org/detail.go?type=chem&acc=D000069439,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),Dasatinib results in increased cleavage of PARP1 protein|arsenic trioxide promotes the reaction [dasatinib results in increased cleavage of PARP1 protein]|dasatinib promotes the reaction [arsenic trioxide results in increased cleavage of PARP1 protein]|[dasatinib co-treated with arsenic trioxide] results in increased cleavage of PARP1 protein,,,PMID:29266867,https://www.ncbi.nlm.nih.gov/pubmed/29266867,29266867,,PMC5824394,1222856,"Wang T, Cheng C, Peng L, Gao M, Xi M, Rousseaux S, Khochbin S, Wang J, Mi J. Combination of arsenic trioxide and Dasatinib: a new strategy to treat Philadelphia chromosome-positive acute lymphoblastic leukaemia. J Cellular Molecular Medi. 2017 Dec 20;22(3):1614–26. doi: 10.1111/jcmm.13436."
1583238,3062316,Comparative Toxicogenomics Database (CTD),Dasatinib,D000069439,Dasatinib,https://ctdbase.org/detail.go?type=chem&acc=D000069439,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,9606,Homo sapiens (human),[rucaparib co-treated with dasatinib co-treated with CPI-0610] results in increased cleavage of PARP1 protein,,,PMID:32927276,https://www.ncbi.nlm.nih.gov/pubmed/32927276,32927276,,PMC7494677,10174929,"Lui GYL, Shaw R, Schaub FX, Stork IN, Gurley KE, Bridgwater C, Diaz RL, Rosati R, Swan HA, Ince TA, Harding TC, Gadi VK, Goff BA, Kemp CJ, Swisher EM, Grandori C. BET, SRC, and BCL2 family inhibitors are synergistic drug combinations with PARP inhibitors in ovarian cancer. EBioMedicine. 2020 Oct;60():102988. PMID: 32927276; PMCID: PMC7494677."
1930184,3080685,Toxin and Toxin Target Database (T3DB),Copper arsenate hydroxide (Cu2(AsO4)(OH)),T3D0289,Copper arsenate hydroxide,http://www.t3db.ca/toxins/T3D0289,BE0001717,Poly [ADP-ribose] polymerase 1,http://www.t3db.ca/biodb/bio_entities/BE0001717,P09874,Poly [ADP-ribose] polymerase 1,142,PARP1,9606,Homo sapiens (human),Arsenic binding of PARP-1 is believed to induce carcinogenesis by affecting DNA repair. (A17),,,PMID:18164070,https://www.ncbi.nlm.nih.gov/pubmed/18164070,18164070,,,28834896,"Kitchin KT, Wallace K. The role of protein binding of trivalent arsenicals in arsenic carcinogenesis and toxicity. Journal of Inorganic Biochemistry. 2008 Mar;102(3):532–9. doi: 10.1016/j.jinorgbio.2007.10.021."
779313,3081364,Comparative Toxicogenomics Database (CTD),Dicyclanil,C121718,dicyclanil,https://ctdbase.org/detail.go?type=chem&acc=C121718,142,PARP1,https://ctdbase.org/detail.go?type=gene&acc=142,,,142,PARP1,10090,Mus musculus (house mouse),Dicyclanil results in decreased expression of PARP1 mRNA,,,PMID:15664270,https://www.ncbi.nlm.nih.gov/pubmed/15664270,15664270,,,3705498,"Moto M, Okamura M, Muto T, Kashida Y, Machida N, Mistumori K. Molecular pathological analysis on the mechanism of liver carcinogenesis in dicyclanil-treated mice. Toxicology. 2005 Feb 27;207(3):419–36. doi: 10.1016/j.tox.2004.10.011. PMID: 15664270."
